"2022-07-02 16:45:08",7237,৳ 260.00,on-hold," ",returning,"2× Harivanga Mango 1 Kg",2,,260
"2022-07-02 16:41:25",7235,৳ 650.00,on-hold," ",returning,"5× Harivanga Mango 1 Kg",5,,650
"2022-07-02 16:15:43",7234,"৳ 1,490.00",completed,"Salman ",returning,"10× Harivanga Mango 1 Kg",10,,1430
"2022-07-02 15:27:54",7233,৳ 280.00,on-hold," ",returning,"1× Harivanga Mango 2 Kg Box",1,,280
"2022-07-02 15:25:30",7232,৳ 780.00,on-hold," ",returning,"2× Harivanga Mango 1 Kg, 2× Harivanga Mango 2 Kg Box",4,,780
"2022-07-02 14:52:43",7231,৳ 650.00,on-hold," ",returning,"5× Harivanga Mango 1 Kg",5,,650
"2022-07-02 14:49:21",7197,"৳ 30,512.00",on-hold," ",returning,"40× Extra Virgin Mustard Oil 900ml, 40× Extra Virgin Mustard Oil 450ml, 12× Deshi Ghee 400gm, 3× Sundarbans Wild Honey (সুন্দরবনের আরণ্য মধু)",95,,30512
"2022-07-02 14:13:15",7230,"৳ 1,135.00",on-hold," ",returning,"1× Deshi Ghee 400gm, 1× Adi Rosogolla (আদি রসগোল্লা)",2,,1135
"2022-07-02 13:23:27",7228,"৳ 39,280.00",completed,"Salman ",returning,"30× Ghee B2B 1 Kg, 38× Mustard Oil B2B 1 Litre",68,,39280
"2022-07-02 13:19:26",7227,৳ 370.00,completed,"Salman ",returning,"1× Nolen Gurer Rosogolla (নলেন গুড়ের রসগোল্লা)",1,,370
"2022-07-02 12:09:56",7223,৳ 725.00,completed,"Salman ",returning,"5× Amrupali Mango 1 Kg Bulk",5,,665
"2022-07-02 11:47:27",7222,"৳ 2,425.00",on-hold," ",returning,"10× Amrupali Mango 1 Kg Bulk, 3× Totapuri Mango1 Kg Bulk, 1× Ghee Retail 1KG",14,,2425
"2022-07-02 11:37:56",7221,"৳ 2,830.00",completed,"Salman ",returning,"10× Amrupali Mango 1 Kg Bulk, 15× Lakkhonvog Mango Bulk 1KG",25,,2830
"2022-07-02 11:35:16",7219,৳ 500.00,completed,"Salman ",returning,"5× Lakkhonvog Mango Bulk 1KG",5,,500
"2022-07-02 11:33:42",7218,৳ 560.00,completed,"Salman ",returning,"5× Lakkhonvog Mango Bulk 1KG",5,,500
"2022-07-02 11:32:16",7217,৳ 560.00,completed,"Salman ",returning,"5× Lakkhonvog Mango Bulk 1KG",5,,500
"2022-07-02 11:21:08",7215,৳ 710.00,completed,"Salman ",returning,"1× Amrupali Mango 1 Box 2KG, 1× Lakkhonvog Mango 1 Box 2KG",2,,610
"2022-07-02 11:17:59",7214,"৳ 2,070.00",completed,"Salman ",returning,"5× Amrupali Mango 1 Kg Bulk, 5× Harivanga Mango 1 Kg, 1× Deshi Ghee 400gm",11,,1970
"2022-07-02 11:16:11",7213,"৳ 4,200.00",on-hold," ",returning,"7× Amrupali Mango 1 Box 2KG, 8× Harivanga Mango 2 Kg Box",15,,4200
"2022-07-02 11:08:21",7211,"৳ 1,440.00",completed,"Salman ",returning,"5× Amrupali Mango 1 Kg Bulk, 5× Harivanga Mango 1 Kg",10,,1380
"2022-07-02 11:02:58",7210,"৳ 2,800.00",on-hold," ",returning,"3× Harivanga Mango 2 Kg Box, 5× Amrupali Mango 1 Box 2KG",8,,2700
"2022-07-02 10:57:51",7209,"৳ 1,110.00",on-hold," ",returning,"3× Harivanga Mango 2 Kg Box",3,,1050
"2022-07-02 10:53:05",7208,৳ 430.00,on-hold," ",returning,"1× Amrupali Mango 1 Box 2KG",1,,330
"2022-07-02 10:38:33",7207,"৳ 23,520.00",on-hold," ",returning,"24× Ghee B2B 1 Kg",24,,23520
"2022-07-02 10:35:28",7206,"৳ 1,050.00",on-hold," ",returning,"3× Amrupali Mango 1 Box 2KG",3,,990
"2022-07-02 10:32:27",7204,"৳ 3,360.00",on-hold," ",returning,"10× Amrupali Mango 1 Box 2KG",10,,3300
